acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,acc_10,acc_11,acc_12,acc_13,acc_14,acc_15,acc_16,acc_17,acc_18,acc_19,acc_20,acc_21,acc_22,acc_23,acc_24,acc_25,acc_26,acc_27,acc_28,acc_29,acc_30,acc_31,acc_32,acc_33,acc_34,acc_35,acc_36,acc_37,acc_38,acc_39,acc_40,acc_41,acc_42,acc_43,acc_44,acc_45,acc_46,acc_47,acc_48,acc_49,acc_50,acc_51,acc_52,acc_53,acc_54,acc_55,acc_56,acc_57,acc_58,acc_59,acc_60,acc_61,acc_62,acc_63,acc_64,acc_65,acc_66,acc_67,acc_68,acc_69,acc_70,acc_71,acc_72,acc_73,acc_74,acc_75
-0.009187569252573483,0.059578704933609235,-0.10054360779662504,0.07136986770717102,0.013149809805869701,-0.00947278619246669,0.028939705646120938,-0.0852695596445641,0.26857239460137494,0.029188159954238235,0.03304852377377327,0.04669444815990853,-0.05889112917696981,0.1669335877849919,0.02731510255420023,0.034907149824285374,0.06698629880182425,0.016644762838760607,0.17310620922760855,0.037341181699715675,0.03709753240270033,0.009159644035304075,0.0352826283838179,0.034433707285427134,0.17921765067287748,0.12443465842743551,0.12737917079462907,0.12542474074756724,0.009101139465894335,0.3564682009070708,0.15803760028796382,0.030287765851145707,0.06446571560116576,-0.2790495546811602,-0.200880841904264,-0.0005206133418093423,0.0011120371228342787,0.00311639575256493,0.9230353774079999,0.9998781102312343,0.2879749003010934,0.9981116660678273,0.8361742155884115,0.842348910764542,0.9998894049168263,0.6253347042725491,0.9982033666895773,0.6701106621725403,0.8900191056988325,0.9998884501751643,0.4124324207512865,0.9981315518558226,0.759026610801988,0.8891329033216819,0.9999281617442839,0.5760823725634104,0.9991194134490967,0.8435150073170521,0.999990510499251,0.9998466507848778,0.9145561815938738,0.17921765067287748,0.12443465842743551,0.12737917079462907,0.12542474074756724,0.9112932466629589,0.7499783899979203,0.8213592441125657,0.8917051141263591,-0.9999523863986457,-0.9999791452104893,-0.9999454607849555,0.8952247607505486,0.9570459495354237,0.9100347250699659,0
-0.007845837142251257,0.059578704933609235,-0.10054360779662504,0.10415326921171258,0.1065809470991739,-0.040097273618386504,0.028939705646120938,-0.0852695596445641,0.19821395254751412,0.26726769382718657,0.01638077314898998,0.05658105190135577,-0.05889112917696981,0.17062911019117352,0.2818310696724327,0.03577939315711178,0.06698629880182425,0.016644762838760607,0.1865542552575521,0.18322859763502292,0.03924401705303918,0.00551575133212389,0.026345810589936305,0.039577642756551866,0.17921765067287748,0.12443465842743551,0.14142408954437646,0.12542474074756724,0.08375348233091297,0.19020729519966526,0.21427914396944112,0.0308882350528573,0.09826386999667015,-0.06071830615979737,0.06265085944783552,-0.0005268055082218769,0.0011579656841700316,0.0030724772063009053,0.20456339752646402,0.010527161950579093,0.2879749003010934,0.03779043379086538,0.3115172346505054,0.21115223929513563,0.007750904528332338,0.4172875690861499,0.02540670921422315,0.29767184571137656,0.20248913944438665,0.008332942224207215,0.33104776990280765,0.03249089581015288,0.2912527516240324,0.20794234037571535,0.007197831053140018,0.39801599911192814,0.02413214317687171,0.28286571981130687,0.003482798223258309,0.003550330097208301,0.05038778656662384,0.17921765067287748,0.12443465842743551,0.14142408954437646,0.12542474074756724,0.23591160864625976,0.2662457298898137,0.26722793096567754,0.2069008824486238,0.0018734359778465816,-0.0007591236229267023,0.00457668471882323,0.18936948696682535,0.1441853746197105,0.18389973351313277,0
0.0020379312506370014,0.034818557564754306,-0.027474476738998322,0.08960227048919123,0.08699304728859995,-0.0238034130331404,0.006515098191863401,-0.0793942412762605,0.14493598471327565,0.12200513071582816,0.04085819933284215,0.05856796571852962,-0.03947659304575577,0.17558698428742592,0.06959319958941323,0.035118007064059494,0.051174915127845944,0.02507186335068395,0.08130977841669258,0.07945357642570001,0.03562299647963378,0.011933611175294515,0.032751303126799906,0.033791102471521096,0.07200393496795492,0.09670637692998774,0.12412210454879898,0.07448752522423448,0.1144149840533779,0.20551009434187403,0.11501035149219911,0.029288984134452627,0.09382426274152256,0.16333729034123437,0.21057050916436112,-0.0005389475391886159,0.0012237756454579797,0.0030130390600844113,0.12130941906727556,0.005213577597098496,0.22630583774658344,0.021439404243348056,0.1849488118733846,0.15067196430202212,0.004150622995065926,0.23105578565006854,0.0173608364630752,0.21333961543092472,0.13340785347394643,0.00494055997660077,0.2823551288810889,0.017956741301612116,0.1988563266698458,0.13602007892448362,0.0032223134250771008,0.1549026636710843,0.012747810723829125,0.17252610491149784,0.00140804112554991,0.00031673167613935577,0.02568238397906274,0.07200393496795492,0.09670637692998774,0.12412210454879898,0.07448752522423448,0.13914523897890543,0.1884513439079474,0.1728193890817929,0.13493774501017755,0.003869217451502921,0.0008729004247177967,0.002824684115755752,0.13246757197830367,0.018937708047365824,0.1479832865851156,0
0.009358841253731306,0.015720196332922553,-0.008133054074948486,0.023813053988096994,0.027456305215147688,-0.0071656843355576635,0.019156308113231216,-0.018201754145354913,0.061773528869152806,0.05999998181415007,0.05993255117051744,0.05856796571852962,0.05185418688575832,0.026999330450578687,0.019336025980712983,0.03454275417931649,0.03409960214185354,0.03025632423155914,0.04478513020317995,0.060908188874876784,0.034109309643145375,0.0015656746764703682,0.0034412375225647213,0.034006401616617214,0.02803982540835019,0.03873006296927568,0.02945102422486589,0.02623982927296522,0.01927426383660109,0.052551790337789686,0.014577797219684255,0.027417212177086835,0.03030029788652907,0.0129606015790025,-0.01550443081421235,-0.0005453066301266471,0.0012448650283729487,0.002985631725359488,0.09162910739306901,0.0030443665232822194,0.22630583774658344,0.013084514603547386,0.12452894775476742,0.1276651446862036,0.004150622995065926,0.23105578565006854,0.01433605329793979,0.16891894932305682,0.11080029761601337,0.0034204436640936655,0.11917547257349359,0.015249249862040973,0.15996698189065947,0.11017402940350728,0.002839224643950418,0.1549026636710843,0.009076540405296643,0.12457431724002613,0.0009008038014964914,0.00040287394451943715,0.02158679515118421,0.02803982540835019,0.03873006296927568,0.02945102422486589,0.02623982927296522,0.09316390151498198,0.14923227244640017,0.13915143801136665,0.10950008894499001,0.002166276775482796,-0.0006465548366620381,0.0014660919929799592,0.06569505873175252,0.05534059600164025,0.13803967507614162,0
0.00692821220755449,0.011609214987859641,0.002384863105904687,0.013978544387990035,0.015605446427940073,-0.0065559406258746825,0.019156308113231216,-0.018201754145354913,0.0558934895081807,0.029495574392277357,0.06003606879890329,0.05606051508224438,0.05185418688575832,0.018100802761776356,0.011153960008981988,0.03423118275367032,0.03351431441263721,0.031744557702632153,0.02909301464329242,0.02887227768580122,0.033405635703933484,0.0065929546407615105,-0.002177194989469682,0.0335465170387099,0.011927541961013172,0.03873006296927568,0.02588893744798923,0.022323470306356494,0.014649001859434336,0.02089458654659798,0.008614276094475175,0.026269284422308893,-0.01648923328948532,0.02700717805736349,0.011538442923809816,-0.0005483337969143239,0.0012628740514472733,0.0029642210736455757,0.0956032224789582,0.0029972802149623593,0.16076392183917548,0.012321008780587986,0.12071614119293425,0.11535671833106294,0.0030877683952576654,0.2527714577623115,0.012572766578043994,0.15801521603540247,0.09793977166038458,0.002951519455286215,0.11917547257349359,0.012775160055704598,0.14392597528557333,0.10283085485544954,0.0022245433542504994,0.17777896859575504,0.007734559624125258,0.10145007118576292,0.0007734029439974342,0.0003181593500325762,0.014917142848285209,0.011927541961013172,0.03873006296927568,0.02588893744798923,0.022323470306356494,0.08902017999154758,0.13995345751885405,0.12322883319772823,0.10293205962362628,0.005433132251003955,-0.0007911765020955077,0.002103563384708686,0.12206664924124878,0.0586806752120667,0.08705637433863476,0
0.005473627022092232,0.005661902149050732,0.003260402090084173,0.003693681465021005,0.004575667024995131,-0.008328438292250974,0.0048068851122101035,-0.009366855959988811,0.015242606443549795,0.010496473255623754,0.06071188662479726,0.051425525967359095,0.06028587379295635,0.007238159490652492,0.005324126911478128,0.03426258995201988,0.0299746306040771,0.03376703827219194,0.012787183105421247,0.0162110691823118,0.03341143838831031,0.005505838079417362,-0.010749000391837462,0.03360164177330918,0.0036227494535409147,0.015195315019499262,0.010564402958347784,0.010685543923685944,0.003022090934594299,0.007527653603067293,0.003965257312865503,0.025444176762486233,0.004925022045158335,-0.05221283119273208,-0.009434312951600665,-0.0005502110484594656,0.0012706937326451319,0.002956478218944239,0.09638295443981168,0.0028331409535274736,0.07822125075064232,0.011709741292912903,0.11173415689990533,0.10638958109382746,0.0025728483972127965,0.11982300377776876,0.011867193906447051,0.15374638189926326,0.10590772384089515,0.0033024792799539846,0.25577969814787094,0.014181968628533752,0.15827040694639616,0.1027774095797647,0.002307161488544489,0.17777896859575504,0.007896110138020189,0.10292147538591823,0.0007750521897965075,0.0005382315774987715,0.014871235519524238,0.0036227494535409147,0.015195315019499262,0.010564402958347784,0.010685543923685944,0.08244900580894352,0.13459834987336883,0.13724692620546053,0.10306732402722313,0.0016158243131832143,-2.0469711321357783e-05,0.004946509247208314,0.08607693584445594,0.021639728889810275,0.11019512182925281,0
0.005935035001515438,0.006900542551828915,0.004055107160647036,0.003238050046222538,0.003675356695083547,-0.00927039342204428,-0.0048514117187307805,-0.008752522306120291,0.006803836929767252,0.010454658187520473,0.06069199114405727,0.05139321792657175,0.06269357518233222,0.0045208978103443535,0.0030191052155793784,0.03433818298955855,0.0299746306040771,0.035730184243377074,0.008286613785020885,0.010438813770789816,0.03355127860534208,0.009114850236443265,0.017217811031891187,0.033597714805746595,0.0043300835869302294,0.005439299583069335,0.008022746296460964,0.007296237647508455,0.0026039318374206865,0.007130077080369994,0.0024384416247307784,0.025891063697936575,0.0056218880260807515,-0.010070879147545269,0.0029931251750553887,-0.0005471535514179198,0.001279005264381708,0.002945932404724339,0.07864108823254555,0.0028331409535274736,0.07324939604647315,0.0116885268135807,0.11206675684340929,0.11218545802683394,0.0025728483972127965,0.11982300377776876,0.011948018936681015,0.15440749445013666,0.12765006687914143,0.0039601125150076286,0.25577969814787094,0.01578258629747548,0.18788882774848076,0.10595838451892946,0.0023777279712439785,0.18939151116688868,0.00877139882292073,0.11618267782902467,0.0008338863332235396,2.8968173265872706e-05,0.014985747259683463,0.0043300835869302294,0.005439299583069335,0.008022746296460964,0.007296237647508455,0.08373875593307455,0.13793981726524998,0.16089174739619086,0.10548535396340655,-0.00043360533900621047,7.465887768873807e-05,-7.4363707604816165e-06,0.04145287217680577,0.055067918377413934,0.06669348010319595,0
0.00793958345650099,0.09968902526630724,-0.017035893087108823,0.07438520683007867,0.005462292708145283,-0.015475225114976262,0.003979299627031202,-0.07148635218982329,0.08413941940065559,0.024267147213218404,0.05378181663227985,0.0560330574087406,-0.07742407208648333,0.13698181261336734,0.005306562785759081,0.035221453425879845,0.06725373843732223,0.0017923948320467333,0.11905962828153677,0.011451663433698571,0.03644362412863055,0.0339986974009299,0.04763920773633031,0.03393238586543976,0.1416745358376459,0.08530513848374016,0.15985636840376452,0.15168234250259383,0.0036440573371839774,0.021373086990333124,0.004405791813167846,0.02824754987853771,0.10297623752407883,-0.22085626284284002,-0.25075077004092444,-0.0005442252508564623,0.0012834898154360772,0.0029422746709400925,0.058854995079360525,0.002195207934872015,0.07324939604647315,0.008997500709412132,0.0834976276671519,0.12245831111472928,0.0027713773719535,0.1325648826438172,0.012341684834697693,0.15766964836031994,0.14458700991742246,0.0039601125150076286,0.5641196005472386,0.014407582428816672,0.1688458346812894,0.10873210020550446,0.0023777279712439785,0.18939151116688868,0.00867987781279287,0.12051042858687405,0.0008727326060924785,-0.00016018744295255143,0.013063817170589971,0.1416745358376459,0.08530513848374016,0.15985636840376452,0.15168234250259383,0.06197657780617296,0.14080011318467112,0.14439794791050484,0.10695608393767958,0.001034999811493987,0.002519078310239001,-0.0033850447820351825,0.05889322332843466,0.036657481167083596,0.08368443477227844,0
0.011512124213949633,0.09968902526630724,-0.017035893087108823,0.08485489374534193,0.027431773170000708,-0.037535507635687526,0.003979299627031202,-0.07148635218982329,0.13704029799276762,0.22112933841770316,0.01405179391888475,0.0560330574087406,-0.07742407208648333,0.2511866688517976,0.44544063937692774,0.03658396830491213,0.06725373843732223,0.0017923948320467333,0.13753222908647253,0.07114711742060595,0.039611578756200035,0.016613116905485684,0.027554837979948364,0.04297805319140869,0.1416745358376459,0.08530513848374016,0.15985636840376452,0.15168234250259383,0.026912526832621207,0.20368154283873333,0.3386480580514702,0.03168861467850436,0.02890545533229172,-0.08325265770586865,-0.10097574664261733,-0.0005410089115263407,0.001287307347032893,0.002939433961339263,0.053608276297005875,0.0018472218028205746,0.3201478604715088,0.008111367939581761,0.07611381728627165,0.11751640582082702,0.0027713773719535,0.04480468558821276,0.01227353511392807,0.16091300949692094,0.1246791456740622,0.003170998587355066,0.059072193244719344,0.014139174831659983,0.16544059826395058,0.0988837123511957,0.002256199303816394,0.13343629110763158,0.008408859916918674,0.10612004201137418,0.0007297595352967898,4.247451005893205e-05,0.012408319809613462,0.1416745358376459,0.08530513848374016,0.15985636840376452,0.15168234250259383,0.05635234238193844,0.14043352282341512,0.14290972804876215,0.09696029945705213,0.0015784286292443884,0.0013811974337873006,-0.0016040103030676058,0.05250375417821403,0.07264883525553349,0.06568406021152,0
0.012903600955597703,0.03919027744197971,-0.014443050400260766,0.058139211809825835,0.0605236168318805,-0.052681840385831555,-0.03009750113888494,-0.05997392191386837,0.05067349516689279,0.04591809319403851,-0.016666008536368862,0.034827455860129454,-0.0668195249555908,0.13069841059894616,0.056620046614034164,0.03630186141192166,0.04585192085779293,0.02910901635591376,0.07950884965970433,0.0937291368845082,0.03800496953223594,0.005021470145623608,0.020584295714381542,0.03633082065403343,0.06380033089300015,0.04021990875899045,0.11873927634778615,0.05526724703259439,0.045030530874669565,0.04039394837379588,0.056212446211420616,0.032511271400700925,-0.08939367515743502,0.07429177813683391,-0.019442501783484514,-0.0005384338683614703,0.0012895969309391605,0.002942175828187877,0.05268957932289113,0.001842799705799722,0.10758709985993266,0.00817590066058769,0.07756246840350199,0.09033285723502206,0.002236271885714808,0.04480468558821276,0.010713839443091832,0.13111217326698835,0.07709947051412515,0.00234348423311348,0.059072193244719344,0.01141743712555087,0.12434779289443923,0.07370763005865866,0.0017692551696204585,0.09730585912739545,0.0071345240779618424,0.09763625173599529,0.00041647798398272663,-0.0002211885086357702,0.021455429189430796,0.06380033089300015,0.04021990875899045,0.11873927634778615,0.05526724703259439,0.05815560962304788,0.1168039108754951,0.10780292556265625,0.07259119751613796,0.002165059078713584,-0.0009710649143307594,-0.00015586478284981294,0.033586990734809564,0.06424647800326763,0.036129128401236714,0
